user_id,day,risk_late_night,risk_overspend,risk_guilt,need_ratio,want_ratio,guilt_ratio,spend_d,burn7_d,burn30_d,runway_days
1,2025-08-28,,,,0.0,0.9631322813034116,0.03686771862285299,135.62,,,
1,2025-08-29,,,,0.0,0.0,0.9999999999252113,133.71,,,
1,2025-08-30,,,,0.9999999998859098,0.0,0.0,87.65,118.99333333333334,,18.110426354417612
1,2025-08-31,,,,0.0,0.0,0.0,0.0,89.245,,44.7626197546081
1,2025-09-01,,,,0.0,0.0,0.0,0.0,71.396,,55.95327469326013
1,2025-09-02,,,,0.9999999999202551,0.0,0.0,125.4,80.39666666666666,,48.12935859695676
1,2025-09-03,0.06139134682110393,1.7196748683590642e-32,0.006976787362161234,0.0,0.0,0.0,0.0,68.91142857142857,68.91142857142857,56.15091836311621
1,2025-09-04,0.13087122747358174,1.0,0.0067985603555856975,9.019662920861082,0.999999999945981,0.0,185.12,75.98285714285714,83.4375,70.4637888245469
1,2025-09-05,0.1667625271663903,1.0,0.008183310176337914,0.0,0.9999999999682389,0.0,314.85,101.86,109.15,49.47172589829177
1,2025-09-06,0.10966591510501,2.181456379448083e-31,0.9998148072541985,31.39524886167528,0.0,0.9999999997737555,44.2,95.65285714285714,102.655,66.72733246710575
1,2025-09-07,0.060015070109810734,7.006735145593286e-43,0.008093267435557768,0.9999999987623762,0.0,0.0,8.08,96.80714285714285,94.05727272727273,65.84824024201285
1,2025-09-08,0.08508757749629399,1.7945037365631055e-43,0.006358142244599943,0.0,0.9999999980000001,0.0,5.0,97.52142857142857,86.63583333333334,65.31467076832931
1,2025-09-09,0.058385962073159534,1.969878934431484e-37,0.008122628391904014,0.0,0.0,0.0,0.0,79.60714285714286,79.97153846153847,80.0126693584567
1,2025-09-10,0.1362855710246771,8.930813591826437e-11,0.9998388587206429,0.0,0.0,0.9999999999094531,110.44,95.38428571428572,82.14785714285713,65.62024292710689
1,2025-09-11,0.13798109173564427,1.0,0.01085075460754238,0.6079954833689645,0.39200451660415087,0.0,371.96,122.07571428571428,101.46866666666666,48.22564450633682
1,2025-09-12,0.07214494647277801,7.221885182922653e-37,0.009990476410222063,0.0,0.0,0.0,0.0,77.09714285714286,95.126875,76.36054699080937
1,2025-09-13,0.08207343943130481,1.1636295616221993e-30,0.9706649532203395,0.38759689892434346,0.0,0.6124031003004626,12.9,72.62571428571428,90.29,80.88429914630788
1,2025-09-14,0.05941975371621679,3.1595645132310765e-34,0.009307741618733196,0.0,0.0,0.0,0.0,71.47142857142856,85.27388888888889,82.19060563661803
1,2025-09-15,0.12655158818878653,0.9994031746868903,0.9998527537299743,0.0,0.0,0.9999999999327143,148.62,91.98857142857142,88.6078947368421,62.24316685302522
1,2025-09-16,0.10156898614879876,1.0273818231758515e-27,0.008365026469447178,0.0,0.9999999998404848,0.0,62.69,100.9442857142857,87.312,56.09995612855749
1,2025-09-17,0.06450376784110967,2.3484246207497423e-40,0.010459883212867527,0.0,0.0,0.0,0.0,85.16714285714285,83.15428571428572,66.49242665682608
1,2025-09-18,0.06617276625382494,1.0353426052767e-16,0.010550135087583089,0.0,0.0,0.0,0.0,32.029999999999994,79.37454545454545,176.80206056821734
1,2025-09-19,0.14409312171791622,8.692488572082431e-12,0.9998796791778488,114.3205445072935,0.0,0.9999999995874588,24.24,35.49285714285714,76.97739130434783,236.94513986717652
1,2025-09-20,0.10269170663148355,2.985618324041696e-15,0.9998514578687702,0.0,0.0,0.9999999988439306,8.65,34.88571428571428,74.13041666666666,240.8209254709255
1,2025-09-21,0.13119178893280767,1.0,0.9245145248723964,0.13768050540894944,0.3423736461939362,0.519945848351988,221.6,66.54285714285713,80.0292,122.92243452125378
1,2025-09-22,0.05478245557624665,2.0262502307497403e-22,0.01063714239487601,0.0,0.0,0.0,0.0,45.311428571428564,76.95115384615384,180.51979948294345
1,2025-09-23,0.14159026589353899,1.0,0.011020005697160802,0.0,0.9999999999671593,0.0,304.5,79.85571428571428,85.3788888888889,98.616737329827
1,2025-09-24,0.07785759312103979,4.440331549301698e-15,0.013139830168651525,0.947523089741024,0.05247691015402215,0.0,95.28,93.46714285714286,85.73249999999999,83.23598820058997
1,2025-09-25,0.13434592213427923,4.131256168695966e-12,0.9919703918503132,13.367145420903116,0.03740275283981128,0.6730999401052439,133.68,112.5642857142857,87.38586206896552,83.45782092772386
1,2025-09-26,0.07812150559258034,1.1772523994846405e-51,0.014459902413840046,0.0,0.0,0.0,0.0,109.10142857142856,84.473,86.10675518194081
1,2025-09-27,0.05982386143173721,7.593565298256113e-51,0.012867393191209551,0.0,0.0,0.0,0.0,107.86571428571428,79.95233333333334,87.0931978915583
1,2025-09-28,0.07676323406581108,7.631119204820693e-38,0.016902449033845426,319.75199936049603,0.0,0.0,5.0,76.92285714285713,75.662,142.78109794599416
1,2025-09-29,0.12118746987148796,1.0,0.654566606715928,11.961693907519711,0.0,0.3533135215348198,336.5,124.99428571428571,83.95700000000001,115.63832632348907
1,2025-09-30,0.12137055548804233,1.245430837826252e-29,0.9998977902801235,0.0,0.0,0.9999999997431287,38.93,87.05571428571427,85.25466666666667,165.58591378263512
1,2025-10-01,0.10243061124857145,4.196485550488631e-34,0.012118113510302645,0.0,0.9999999980000001,0.0,5.0,74.15857142857142,85.42133333333332,194.3160409161835
1,2025-10-02,0.06436573545082,1.92936575502144e-26,0.007116821306073821,0.0,0.0,0.0,0.0,55.06142857142856,81.24133333333333,261.7113353916406
1,2025-10-03,0.0693386834725955,1.3323712625232583e-26,0.007558771199219336,0.0,0.0,0.0,0.0,55.061428571428564,81.24133333333333,261.71133539164055
1,2025-10-04,0.053100674390449853,2.4515267290453608e-26,0.006707083048801637,0.0,0.0,0.0,0.0,55.061428571428564,75.07066666666667,261.71133539164055
1,2025-10-05,0.08922904766712339,1.357327981023037e-24,0.0056486125651025116,0.0,0.9999999980000001,0.0,5.0,55.061428571428564,64.74233333333333,261.62052772228424
